Date,QUOTE_DATE,EXPIRE_DATE,UNDERLYING_LAST,STRIKE,C_LAST,C_BID,C_ASK,C_IV,C_VOLUME,diff,diff_date
2019-11-01,2019-11-01,2019-11-22,306.19,306.0,3.01,3.1,3.12,0.10227,,0.18999999999999773,21
2019-11-04,2019-11-04,2019-11-25,307.37,307.0,3.21,3.3,3.33,0.10503,17.0,0.37000000000000455,21
2019-11-05,2019-11-05,2019-11-25,307.04,307.0,3.26,3.07,3.1,0.10582,207.0,0.040000000000020464,20
2019-11-06,2019-11-06,2019-11-27,307.07,307.0,3.18,3.19,3.21,0.10487,551.0,0.06999999999999318,21
2019-11-07,2019-11-07,2019-11-27,308.21,308.0,3.1,3.11,3.14,0.10307,35.0,0.20999999999997954,20
2019-11-08,2019-11-08,2019-11-29,308.97,309.0,2.81,2.82,2.86,0.09578,160.0,0.029999999999972715,21
2019-11-11,2019-11-11,2019-12-02,308.36,308.0,3.16,3.17,3.22,0.09963,449.0,0.36000000000001364,21
2019-11-12,2019-11-12,2019-12-02,308.96,309.0,2.8,2.85,2.89,0.09739,140.0,0.040000000000020464,20
2019-11-13,2019-11-13,2019-12-04,309.15,309.0,3.13,3.24,3.28,0.10519,84.0,0.14999999999997726,21
2019-11-14,2019-11-14,2019-12-04,309.54,310.0,2.66,2.68,2.7,0.09857,86.0,0.45999999999997954,20
2019-11-15,2019-11-15,2019-12-06,311.81,312.0,2.67,2.76,2.79,0.09551,750.0,0.18999999999999773,21
2019-11-18,2019-11-18,2019-12-09,311.98,312.0,2.86,2.95,2.97,0.09737,262.0,0.01999999999998181,21
2019-11-19,2019-11-19,2019-12-09,311.9,312.0,2.75,2.8,2.84,0.09754,41.0,0.10000000000002274,20
2019-11-20,2019-11-20,2019-12-11,310.83,311.0,2.89,2.88,2.9,0.09726,409.0,0.17000000000001592,21
2019-11-21,2019-11-21,2019-12-11,310.3,310.0,3.38,3.41,3.45,0.11095,103.0,0.30000000000001137,20
2019-11-22,2019-11-22,2019-12-13,311.02,311.0,3.14,3.13,3.14,0.10236,,0.01999999999998181,21
2019-11-25,2019-11-25,2019-12-16,313.33,313.0,3.0,3.12,3.14,0.09823,100.0,0.3299999999999841,21
2019-11-26,2019-11-26,2019-12-16,314.02,314.0,2.61,2.83,2.84,0.09428,186.0,0.01999999999998181,20
2019-11-27,2019-11-27,2019-12-18,315.42,315.0,3.15,3.17,3.21,0.09746,497.0,0.4200000000000159,21
2019-11-29,2019-11-29,2019-12-20,314.31,314.0,3.49,3.45,3.48,0.11347,,0.3100000000000023,21
2019-12-02,2019-12-02,2019-12-23,311.66,312.0,3.32,3.24,3.3,0.12601,657.0,0.339999999999975,21
2019-12-03,2019-12-03,2019-12-24,309.51,310.0,3.55,3.54,3.61,0.14359,60.0,0.4900000000000091,21
2019-12-04,2019-12-04,2019-12-24,311.5,311.0,3.87,3.75,3.8,0.13591,184.0,0.5,20
2019-12-05,2019-12-05,2019-12-27,312.09,312.0,3.39,3.4,3.44,0.12512,383.0,0.08999999999997499,22
2019-12-06,2019-12-06,2019-12-27,314.83,315.0,2.82,2.82,2.85,0.11126,828.0,0.17000000000001592,21
2019-12-09,2019-12-09,2019-12-30,313.9,314.0,3.28,3.06,3.11,0.12216,18.0,0.10000000000002274,21
2019-12-10,2019-12-10,2019-12-31,313.58,314.0,2.9,2.95,2.98,0.11684,771.0,0.4200000000000159,21
2019-12-11,2019-12-11,2019-12-31,314.33,314.0,3.19,3.29,3.33,0.12128,,0.3299999999999841,20
2019-12-12,2019-12-12,2020-01-03,317.08,317.0,2.85,2.81,2.84,0.10635,278.0,0.07999999999998408,22
2019-12-13,2019-12-13,2020-01-03,317.29,317.5,2.06,2.01,2.03,0.08334,352.0,0.20999999999997954,21
2019-12-16,2019-12-16,2020-01-06,319.49,319.0,2.37,2.27,2.32,0.08077,280.0,0.4900000000000091,21
2019-12-17,2019-12-17,2020-01-06,319.57,320.0,1.7,1.66,1.7,0.07973,,0.4300000000000068,20
2019-12-18,2019-12-18,2020-01-08,319.56,320.0,2.01,1.91,1.95,0.08197,65.0,0.4399999999999977,21
2019-12-19,2019-12-19,2020-01-08,320.87,321.0,1.72,1.83,1.87,0.0783,261.0,0.12999999999999545,20
2019-12-20,2019-12-20,2020-01-10,320.85,321.0,3.03,2.91,2.92,0.09488,,0.14999999999997726,21
2019-12-23,2019-12-23,2020-01-13,321.27,321.0,3.09,2.99,3.01,0.0907,107.0,0.2699999999999818,21
2019-12-24,2019-12-24,2020-01-13,321.23,321.0,2.92,3.01,3.06,0.09471,22.0,0.2300000000000182,20
2019-12-26,2019-12-26,2020-01-15,322.94,323.0,2.4,2.84,2.87,0.09314,46.0,0.060000000000002274,20
2019-12-27,2019-12-27,2020-01-17,322.85,323.0,3.4,3.36,3.37,0.1119,,0.14999999999997726,21
2019-12-30,2019-12-30,2020-01-21,321.13,321.0,4.03,3.77,3.83,0.11663,240.0,0.12999999999999545,22
2019-12-31,2019-12-31,2020-01-21,321.86,322.0,3.24,3.41,3.46,0.11053,210.0,0.13999999999998636,21
2020-01-02,2020-01-02,2020-01-22,324.87,325.0,2.69,2.71,2.75,0.08934,193.0,0.12999999999999545,20
2020-01-03,2020-01-03,2020-01-24,322.43,322.5,3.96,3.83,3.87,0.12333,157.0,0.06999999999999318,21
2020-01-06,2020-01-06,2020-01-27,323.68,324.0,3.15,3.19,3.23,0.10873,174.0,0.3199999999999932,21
2020-01-07,2020-01-07,2020-01-27,322.74,323.0,3.21,3.19,3.22,0.10986,558.0,0.2599999999999909,20
2020-01-08,2020-01-08,2020-01-29,324.39,324.0,4.37,3.81,3.86,0.11409,108.0,0.38999999999998636,21
2020-01-09,2020-01-09,2020-01-29,326.59,327.0,2.66,2.8,2.85,0.09679,273.0,0.410000000000025,20
2020-01-10,2020-01-10,2020-01-31,325.64,325.5,3.46,3.45,3.46,0.10744,391.0,0.13999999999998636,21
2020-01-13,2020-01-13,2020-02-03,327.92,328.0,2.94,2.99,3.04,0.09489,149.0,0.07999999999998408,21
2020-01-14,2020-01-14,2020-02-03,327.42,327.0,3.14,3.28,3.32,0.09862,160.0,0.4200000000000159,20
2020-01-15,2020-01-15,2020-02-05,328.16,328.0,3.19,3.28,3.3,0.09913,134.0,0.160000000000025,21
2020-01-16,2020-01-16,2020-02-05,330.86,331.0,2.77,2.89,2.92,0.09544,419.0,0.13999999999998636,20
2020-01-17,2020-01-17,2020-02-07,332.01,332.0,3.24,3.22,3.28,0.10488,,0.009999999999990905,21
2020-01-21,2020-01-21,2020-02-10,331.29,331.0,3.6,3.57,3.61,0.11027,131.0,0.29000000000002046,20
2020-01-22,2020-01-22,2020-02-12,331.35,331.0,3.87,3.87,3.89,0.11487,80.0,0.35000000000002274,21
2020-01-23,2020-01-23,2020-02-12,331.8,332.0,3.4,3.36,3.4,0.10955,55.0,0.19999999999998863,20
2020-01-24,2020-01-24,2020-02-14,328.74,329.0,4.26,4.21,4.26,0.1366,582.0,0.2599999999999909,21
2020-01-27,2020-01-27,2020-02-18,323.51,324.0,5.09,5.07,5.13,0.16653,93.0,0.4900000000000091,22
2020-01-28,2020-01-28,2020-02-18,326.88,327.0,4.67,4.6,4.63,0.14615,127.0,0.12000000000000455,21
2020-01-29,2020-01-29,2020-02-19,326.62,327.0,5.17,4.45,4.49,0.14615,7.0,0.37999999999999545,21
2020-01-30,2020-01-30,2020-02-19,327.62,328.0,4.06,4.13,4.17,0.13813,17.0,0.37999999999999545,20
2020-01-31,2020-01-31,2020-02-21,321.75,322.0,5.4,5.36,5.42,0.17481,,0.25,21
2020-02-03,2020-02-03,2020-02-24,324.12,324.0,5.09,5.07,5.11,0.15858,14.0,0.12000000000000455,21
2020-02-04,2020-02-04,2020-02-24,329.06,329.0,4.2,4.14,4.16,0.13085,176.0,0.060000000000002274,20
2020-02-05,2020-02-05,2020-02-26,332.84,333.0,3.71,3.73,3.77,0.11793,72.0,0.160000000000025,21
2020-02-06,2020-02-06,2020-02-26,333.93,334.0,3.58,3.61,3.63,0.11427,64.0,0.06999999999999318,20
2020-02-07,2020-02-07,2020-02-28,332.24,332.0,4.23,4.22,4.26,0.12665,736.0,0.2400000000000091,21
2020-02-10,2020-02-10,2020-03-02,334.75,335.0,3.52,3.55,3.58,0.11267,109.0,0.25,21
2020-02-11,2020-02-11,2020-03-02,335.27,335.0,3.82,3.83,3.86,0.11567,314.0,0.2699999999999818,20
2020-02-12,2020-02-12,2020-03-04,337.44,337.0,4.14,4.06,4.09,0.11646,94.0,0.4399999999999977,21
2020-02-13,2020-02-13,2020-03-04,337.17,337.0,3.92,3.82,3.87,0.11675,431.0,0.17000000000001592,20
2020-02-14,2020-02-14,2020-03-06,337.6,337.5,3.81,3.81,3.84,0.11466,727.0,0.10000000000002274,21
2020-02-18,2020-02-18,2020-03-09,336.73,337.0,3.55,3.64,3.68,0.11841,440.0,0.2699999999999818,20
2020-02-19,2020-02-19,2020-03-11,338.32,338.0,4.14,4.08,4.11,0.11865,254.0,0.3199999999999932,21
2020-02-20,2020-02-20,2020-03-11,336.99,337.0,3.9,4.06,4.1,0.12983,,0.009999999999990905,20
2020-02-21,2020-02-21,2020-03-13,333.45,333.0,5.25,5.19,5.22,0.15262,,0.44999999999998863,21
2020-02-24,2020-02-24,2020-03-16,322.42,322.0,7.61,7.45,7.53,0.23052,10.0,0.4200000000000159,21
2020-02-25,2020-02-25,2020-03-16,312.59,313.0,7.86,7.59,7.83,0.26415,127.0,0.410000000000025,20
2020-02-26,2020-02-26,2020-03-18,311.61,312.0,7.78,7.41,7.51,0.25801,14.0,0.38999999999998636,21
2020-02-27,2020-02-27,2020-03-18,297.68,298.0,12.51,10.39,10.52,0.39152,164.0,0.3199999999999932,20
2020-02-28,2020-02-28,2020-03-20,296.24,296.0,8.98,11.45,11.65,0.39131,370.0,0.2400000000000091,21
2020-03-02,2020-03-02,2020-03-23,308.9,309.0,5.07,7.61,7.79,0.30713,2.0,0.10000000000002274,21
2020-03-03,2020-03-03,2020-03-23,300.32,300.0,10.5,9.93,10.08,0.36473,75.0,0.3199999999999932,20
2020-03-04,2020-03-04,2020-03-25,313.05,313.0,7.4,7.35,7.47,0.28024,40.0,0.05000000000001137,21
2020-03-05,2020-03-05,2020-03-25,302.51,303.0,9.68,9.63,9.77,0.37,41.0,0.4900000000000091,20
2020-03-06,2020-03-06,2020-03-27,297.46,297.5,9.14,9.94,10.15,0.37917,8.0,0.040000000000020464,21
2020-03-09,2020-03-09,2020-03-30,274.48,274.0,26.16,13.63,13.83,0.50864,0.0,0.4800000000000182,21
2020-03-10,2020-03-10,2020-03-31,288.39,288.0,7.46,11.19,11.38,0.44596,138.0,0.38999999999998636,21
2020-03-11,2020-03-11,2020-04-01,274.25,274.0,13.73,13.18,13.61,0.51881,18.0,0.25,21
2020-03-12,2020-03-12,2020-04-01,247.91,248.0,0.0,16.88,17.48,0.76406,,0.09000000000000341,20
2020-03-13,2020-03-13,2020-04-03,270.94,271.0,11.23,12.89,13.51,0.5225,174.0,0.060000000000002274,21
2020-03-16,2020-03-16,2020-04-06,239.75,240.0,18.0,17.76,18.23,0.77533,13.0,0.25,21
2020-03-17,2020-03-17,2020-04-06,254.1,254.0,15.32,15.45,15.97,0.72808,204.0,0.09999999999999432,20
2020-03-18,2020-03-18,2020-04-08,241.23,241.0,15.03,16.57,17.17,0.71088,9.0,0.22999999999998977,21
2020-03-19,2020-03-19,2020-04-09,240.94,241.0,16.43,15.69,16.25,0.71509,5.0,0.060000000000002274,21
2020-03-20,2020-03-20,2020-04-09,228.95,229.0,18.31,13.79,14.83,0.65585,1.0,0.05000000000001137,20
2020-03-23,2020-03-23,2020-04-13,222.21,222.0,14.18,13.14,13.52,0.60537,32.0,0.21000000000000796,21
2020-03-24,2020-03-24,2020-04-13,242.0,242.0,13.75,13.87,14.09,0.57933,447.0,0.0,20
2020-03-25,2020-03-25,2020-04-15,246.79,247.0,17.12,14.06,14.33,0.59523,18.0,0.21000000000000796,21
2020-03-26,2020-03-26,2020-04-15,261.14,261.0,12.32,14.49,14.68,0.58413,314.0,0.13999999999998636,20
2020-03-27,2020-03-27,2020-04-17,254.0,254.0,14.46,14.39,14.51,0.5954,,0.0,21
2020-03-30,2020-03-30,2020-04-20,261.56,262.0,12.37,12.15,12.3,0.4905,112.0,0.4399999999999977,21
2020-03-31,2020-03-31,2020-04-20,257.6,258.0,11.23,10.41,10.55,0.45962,50.0,0.39999999999997726,20
2020-04-01,2020-04-01,2020-04-22,246.04,246.0,12.72,12.5,12.77,0.54681,6.0,0.03999999999999204,21
2020-04-02,2020-04-02,2020-04-22,251.99,252.0,11.05,10.65,10.79,0.44649,9.0,0.009999999999990905,20
2020-04-03,2020-04-03,2020-04-24,247.95,248.0,10.78,10.32,10.51,0.42588,36.0,0.05000000000001137,21
2020-04-06,2020-04-06,2020-04-27,264.79,265.0,9.84,9.69,9.81,0.38486,98.0,0.20999999999997954,21
2020-04-07,2020-04-07,2020-04-27,265.18,265.0,15.09,10.1,10.27,0.41048,4.0,0.18000000000000682,20
2020-04-08,2020-04-08,2020-04-29,274.0,274.0,10.08,9.88,10.05,0.37963,25.0,0.0,21
2020-04-09,2020-04-09,2020-04-29,278.22,278.0,9.92,9.62,9.73,0.36304,590.0,0.22000000000002728,20
2020-04-13,2020-04-13,2020-05-04,275.63,276.0,9.01,9.45,9.53,0.35708,4.0,0.37000000000000455,21
2020-04-14,2020-04-14,2020-05-04,283.8,284.0,8.62,8.69,8.76,0.32432,28.0,0.19999999999998863,20
2020-04-15,2020-04-15,2020-05-06,277.75,278.0,10.09,9.45,9.54,0.35655,6.0,0.25,21
2020-04-16,2020-04-16,2020-05-06,278.96,279.0,8.82,9.46,9.55,0.3589,6.0,0.040000000000020464,20
2020-04-17,2020-04-17,2020-05-08,286.56,287.0,8.86,8.84,8.93,0.32459,65.0,0.4399999999999977,21
2020-04-20,2020-04-20,2020-05-11,281.76,282.0,10.42,9.79,9.9,0.37411,3.0,0.2400000000000091,21
2020-04-21,2020-04-21,2020-05-11,273.11,273.0,10.75,10.36,10.47,0.39638,23.0,0.11000000000001364,20
2020-04-22,2020-04-22,2020-05-13,279.04,279.0,10.21,9.8,9.93,0.3625,20.0,0.040000000000020464,21
2020-04-23,2020-04-23,2020-05-13,279.01,279.0,9.9,9.19,9.26,0.35987,44.0,0.009999999999990905,20
2020-04-24,2020-04-24,2020-05-15,282.89,283.0,8.14,8.19,8.24,0.29854,,0.11000000000001364,21
2020-04-27,2020-04-27,2020-05-18,287.1,287.0,7.88,7.53,7.6,0.26955,84.0,0.10000000000002274,21
2020-04-28,2020-04-28,2020-05-18,285.69,286.0,8.25,7.34,7.42,0.27597,24.0,0.3100000000000023,20
2020-04-29,2020-04-29,2020-05-20,293.15,293.0,7.6,7.4,7.46,0.25684,21.0,0.14999999999997726,21
2020-04-30,2020-04-30,2020-05-20,290.26,290.0,8.19,7.75,8.36,0.29381,259.0,0.2599999999999909,20
2020-05-01,2020-05-01,2020-05-22,282.83,283.0,8.59,8.76,8.87,0.32704,655.0,0.17000000000001592,21
2020-05-04,2020-05-04,2020-05-26,283.59,284.0,8.09,8.02,8.09,0.30401,11.0,0.410000000000025,22
2020-05-05,2020-05-05,2020-05-26,286.15,286.0,7.84,7.72,7.78,0.27706,62.0,0.14999999999997726,21
2020-05-06,2020-05-06,2020-05-27,284.37,284.0,9.08,7.96,8.04,0.29201,1.0,0.37000000000000455,21
2020-05-07,2020-05-07,2020-05-27,287.7,288.0,6.78,6.77,6.82,0.2542,34.0,0.30000000000001137,20
2020-05-08,2020-05-08,2020-05-29,292.51,293.0,5.99,5.96,6.02,0.21694,,0.4900000000000091,21
2020-05-11,2020-05-11,2020-06-01,292.62,293.0,6.18,5.82,5.88,0.21024,279.0,0.37999999999999545,21
2020-05-12,2020-05-12,2020-06-01,286.55,287.0,7.09,7.01,7.04,0.28306,14.0,0.44999999999998863,20
2020-05-13,2020-05-13,2020-06-03,281.48,281.0,8.51,8.52,8.6,0.30217,93.0,0.4800000000000182,21
2020-05-14,2020-05-14,2020-06-03,285.04,285.0,7.07,7.35,7.43,0.27018,348.0,0.040000000000020464,20
2020-05-15,2020-05-15,2020-06-05,286.29,286.0,7.49,7.48,7.54,0.2856,,0.29000000000002046,21
2020-05-18,2020-05-18,2020-06-08,294.94,295.0,6.64,6.65,6.72,0.23388,234.0,0.060000000000002274,21
2020-05-19,2020-05-19,2020-06-08,292.21,292.0,7.06,6.84,6.91,0.24485,4.0,0.20999999999997954,20
2020-05-20,2020-05-20,2020-06-10,296.99,297.0,6.55,6.55,6.6,0.2262,677.0,0.009999999999990905,21
2020-05-21,2020-05-21,2020-06-10,294.84,295.0,6.59,6.52,6.57,0.24944,370.0,0.160000000000025,20
2020-05-22,2020-05-22,2020-06-12,295.48,295.0,6.87,6.97,7.01,0.23301,500.0,0.4800000000000182,21
2020-05-26,2020-05-26,2020-06-15,299.2,299.0,6.45,6.27,6.32,0.21543,134.0,0.19999999999998863,20
2020-05-27,2020-05-27,2020-06-17,303.55,304.0,6.09,6.06,6.11,0.21193,309.0,0.44999999999998863,21
2020-05-28,2020-05-28,2020-06-17,303.02,303.0,7.0,6.63,6.68,0.2289,371.0,0.01999999999998181,20
2020-05-29,2020-05-29,2020-06-19,304.04,304.0,6.78,6.8,6.86,0.22889,,0.040000000000020464,21
2020-06-01,2020-06-01,2020-06-22,305.45,305.0,6.78,6.61,6.69,0.22798,,0.44999999999998863,21
2020-06-02,2020-06-02,2020-06-22,308.08,308.0,5.62,5.69,5.74,0.20924,43.0,0.07999999999998408,20
2020-06-03,2020-06-03,2020-06-24,312.09,312.0,5.73,5.75,5.79,0.20525,765.0,0.08999999999997499,21
2020-06-04,2020-06-04,2020-06-24,311.34,311.0,5.67,5.65,5.73,0.20206,430.0,0.339999999999975,20
2020-06-05,2020-06-05,2020-06-26,319.4,319.0,5.71,5.69,5.77,0.20038,367.0,0.39999999999997726,21
2020-06-08,2020-06-08,2020-06-29,323.15,323.0,5.7,5.94,6.0,0.20959,31.0,0.14999999999997726,21
2020-06-09,2020-06-09,2020-06-30,320.94,321.0,6.35,6.36,6.41,0.22033,,0.060000000000002274,21
2020-06-10,2020-06-10,2020-07-01,319.03,319.0,6.6,6.28,6.38,0.22443,144.0,0.029999999999972715,21
2020-06-11,2020-06-11,2020-07-02,300.69,301.0,9.5,9.29,9.47,0.33179,75.0,0.3100000000000023,21
2020-06-12,2020-06-12,2020-07-02,304.33,304.0,8.62,8.37,8.49,0.31172,646.0,0.3299999999999841,20
2020-06-15,2020-06-15,2020-07-06,307.11,307.0,7.59,7.68,7.82,0.26792,386.0,0.11000000000001364,21
2020-06-16,2020-06-16,2020-07-06,312.95,313.0,7.25,7.24,7.38,0.26594,149.0,0.05000000000001137,20
2020-06-17,2020-06-17,2020-07-08,311.66,312.0,7.5,7.44,7.52,0.26694,95.0,0.339999999999975,21
2020-06-19,2020-06-19,2020-07-10,308.53,309.0,8.2,8.11,8.16,0.31414,203.0,0.4700000000000273,21
2020-06-22,2020-06-22,2020-07-13,310.67,311.0,7.5,7.47,7.52,0.25305,28.0,0.3299999999999841,21
2020-06-23,2020-06-23,2020-07-13,311.99,312.0,7.55,7.34,7.41,0.25106,91.0,0.009999999999990905,20
2020-06-24,2020-06-24,2020-07-15,304.15,304.0,8.45,8.44,8.51,0.28195,128.0,0.14999999999997726,21
2020-06-25,2020-06-25,2020-07-15,307.31,307.0,7.38,7.84,7.9,0.26693,8.0,0.3100000000000023,20
2020-06-26,2020-06-26,2020-07-17,299.98,300.0,8.77,8.78,8.8,0.29974,,0.01999999999998181,21
2020-06-29,2020-06-29,2020-07-20,304.44,304.0,7.1,7.62,7.69,0.24902,60.0,0.4399999999999977,21
2020-06-30,2020-06-30,2020-07-20,308.57,309.0,7.0,6.91,7.34,0.24909,118.0,0.4300000000000068,20
2020-07-01,2020-07-01,2020-07-22,310.6,311.0,6.46,6.44,6.49,0.22098,253.0,0.39999999999997726,21
2020-07-02,2020-07-02,2020-07-22,312.22,312.0,6.21,6.3,6.33,0.20743,102.0,0.22000000000002728,20
2020-07-06,2020-07-06,2020-07-27,317.01,317.0,6.42,6.48,6.54,0.20999,175.0,0.009999999999990905,21
2020-07-07,2020-07-07,2020-07-27,313.75,314.0,6.57,6.45,6.49,0.22009,6.0,0.25,20
2020-07-08,2020-07-08,2020-07-29,316.16,316.0,6.53,6.76,6.82,0.21693,78.0,0.160000000000025,21
2020-07-09,2020-07-09,2020-07-29,314.57,315.0,6.59,6.54,6.61,0.22825,81.0,0.4300000000000068,20
2020-07-10,2020-07-10,2020-07-31,317.62,318.0,6.67,6.66,6.68,0.22022,650.0,0.37999999999999545,21
2020-07-13,2020-07-13,2020-08-03,314.85,315.0,7.65,7.59,7.66,0.24983,58.0,0.14999999999997726,21
2020-07-14,2020-07-14,2020-08-03,318.89,319.0,7.08,6.97,7.04,0.23901,3.0,0.11000000000001364,20
2020-07-15,2020-07-15,2020-08-05,321.98,322.0,6.82,6.85,6.9,0.21791,114.0,0.01999999999998181,21
2020-07-16,2020-07-16,2020-08-05,320.86,321.0,6.72,6.48,6.55,0.23327,46.0,0.13999999999998636,20
2020-07-17,2020-07-17,2020-08-07,321.7,322.0,6.26,6.27,6.3,0.21009,670.0,0.30000000000001137,21
2020-07-20,2020-07-20,2020-08-10,324.27,324.0,6.5,6.29,6.33,0.19388,32.0,0.2699999999999818,21
2020-07-21,2020-07-21,2020-08-10,324.9,325.0,6.07,6.01,6.08,0.19648,138.0,0.10000000000002274,20
2020-07-22,2020-07-22,2020-08-12,326.82,327.0,5.49,5.9,5.94,0.19055,10.0,0.18000000000000682,21
2020-07-23,2020-07-23,2020-08-12,322.96,323.0,6.18,6.26,6.31,0.20712,22.0,0.040000000000020464,20
2020-07-24,2020-07-24,2020-08-14,320.91,321.0,6.39,6.4,6.44,0.21284,515.0,0.08999999999997499,21
2020-07-27,2020-07-27,2020-08-17,323.29,323.0,6.13,6.06,6.1,0.18803,223.0,0.29000000000002046,21
2020-07-28,2020-07-28,2020-08-17,321.27,321.0,6.08,6.21,6.27,0.19902,19.0,0.2699999999999818,20
2020-07-29,2020-07-29,2020-08-19,325.01,325.0,5.8,5.83,5.87,0.18385,76.0,0.009999999999990905,21
2020-07-30,2020-07-30,2020-08-19,323.96,324.0,5.98,5.97,6.02,0.19346,333.0,0.040000000000020464,20
2020-07-31,2020-07-31,2020-08-21,326.42,326.0,6.14,6.19,6.22,0.18875,,0.4200000000000159,21
2020-08-03,2020-08-03,2020-08-24,328.67,329.0,5.87,5.79,5.85,0.18538,311.0,0.3299999999999841,21
2020-08-04,2020-08-04,2020-08-24,330.06,330.0,5.33,5.38,5.42,0.17095,95.0,0.060000000000002274,20
2020-08-05,2020-08-05,2020-08-26,332.03,332.0,5.63,5.6,5.63,0.1797,70.0,0.029999999999972715,21
2020-08-06,2020-08-06,2020-08-26,334.31,334.0,5.25,5.28,5.31,0.16027,47.0,0.3100000000000023,20
2020-08-07,2020-08-07,2020-08-28,334.57,335.0,5.04,4.96,5.0,0.15775,962.0,0.4300000000000068,21
2020-08-10,2020-08-10,2020-08-31,335.56,336.0,4.91,5.0,5.03,0.1626,488.0,0.4399999999999977,21
2020-08-11,2020-08-11,2020-08-31,332.8,333.0,5.73,5.71,5.77,0.18368,199.0,0.19999999999998863,20
2020-08-12,2020-08-12,2020-09-02,337.43,337.0,5.79,5.73,5.78,0.17294,108.0,0.4300000000000068,21
2020-08-13,2020-08-13,2020-09-02,336.82,337.0,5.22,5.18,5.23,0.16454,180.0,0.18000000000000682,20
2020-08-14,2020-08-14,2020-09-04,336.85,337.0,5.27,5.31,5.36,0.17207,402.0,0.14999999999997726,21
2020-08-17,2020-08-17,2020-09-08,337.9,338.0,5.11,5.15,5.2,0.15418,953.0,0.10000000000002274,22
2020-08-18,2020-08-18,2020-09-08,338.58,339.0,4.86,4.79,4.84,0.15061,401.0,0.4200000000000159,21
2020-08-19,2020-08-19,2020-09-09,337.13,337.0,5.41,5.48,5.53,0.16508,11.0,0.12999999999999545,21
2020-08-20,2020-08-20,2020-09-09,338.31,338.0,5.23,5.15,5.19,0.15636,123.0,0.3100000000000023,20
2020-08-21,2020-08-21,2020-09-11,339.45,339.0,5.45,5.47,5.5,0.1602,277.0,0.44999999999998863,21
2020-08-24,2020-08-24,2020-09-14,342.89,343.0,4.25,5.0,5.04,0.15272,96.0,0.11000000000001364,21
2020-08-25,2020-08-25,2020-09-14,344.12,344.0,4.91,4.89,4.92,0.14696,147.0,0.12000000000000455,20
2020-08-26,2020-08-26,2020-09-16,347.63,348.0,5.28,5.26,5.33,0.16082,64.0,0.37000000000000455,21
2020-08-27,2020-08-27,2020-09-16,348.33,348.0,5.97,5.88,5.93,0.17219,85.0,0.3299999999999841,20
2020-08-28,2020-08-28,2020-09-18,350.57,351.0,5.17,5.13,5.17,0.16815,,0.4300000000000068,21
2020-08-31,2020-08-31,2020-09-21,349.37,349.0,6.49,6.72,6.77,0.19796,43.0,0.37000000000000455,21
2020-09-01,2020-09-01,2020-09-21,352.67,353.0,4.88,5.31,5.39,0.1743,79.0,0.3299999999999841,20
2020-09-02,2020-09-02,2020-09-23,357.78,358.0,6.31,6.05,6.12,0.18753,217.0,0.22000000000002728,21
2020-09-03,2020-09-03,2020-09-23,345.53,346.0,7.0,7.3,7.4,0.2351,133.0,0.4700000000000273,20
2020-09-04,2020-09-04,2020-09-25,342.52,343.0,7.11,7.2,7.32,0.24808,270.0,0.4800000000000182,21
2020-09-08,2020-09-08,2020-09-28,333.24,333.0,7.81,7.57,7.69,0.24698,173.0,0.2400000000000091,20
2020-09-09,2020-09-09,2020-09-30,339.78,340.0,7.59,6.93,7.0,0.22477,450.0,0.22000000000002728,21
2020-09-10,2020-09-10,2020-09-30,333.92,334.0,7.68,7.25,7.34,0.24417,276.0,0.07999999999998408,20
2020-09-11,2020-09-11,2020-10-02,334.1,334.0,6.87,6.8,6.88,0.23304,303.0,0.10000000000002274,21
2020-09-14,2020-09-14,2020-10-05,338.44,338.0,6.8,6.59,6.63,0.2138,171.0,0.4399999999999977,21
2020-09-15,2020-09-15,2020-10-05,340.12,340.0,5.77,6.11,6.17,0.19916,,0.12000000000000455,20
2020-09-16,2020-09-16,2020-10-07,338.88,339.0,6.31,6.03,6.14,0.20049,2.0,0.12000000000000455,21
2020-09-17,2020-09-17,2020-10-07,335.84,336.0,6.02,5.99,6.06,0.20241,16.0,0.160000000000025,20
2020-09-18,2020-09-18,2020-10-09,330.75,331.0,6.9,6.89,6.97,0.21794,423.0,0.25,21
2020-09-21,2020-09-21,2020-10-12,327.13,327.0,6.92,7.08,7.18,0.22092,113.0,0.12999999999999545,21
2020-09-22,2020-09-22,2020-10-12,330.3,330.0,6.48,6.94,7.01,0.22189,577.0,0.30000000000001137,20
2020-09-23,2020-09-23,2020-10-14,322.54,323.0,7.35,7.41,7.45,0.2418,24.0,0.45999999999997954,21
2020-09-24,2020-09-24,2020-10-14,323.42,323.0,7.14,7.56,7.61,0.23855,35.0,0.4200000000000159,20
2020-09-25,2020-09-25,2020-10-16,328.68,329.0,6.93,6.93,6.97,0.2205,,0.3199999999999932,21
2020-09-28,2020-09-28,2020-10-19,334.25,334.0,7.19,6.82,6.91,0.20521,257.0,0.25,21
2020-09-29,2020-09-29,2020-10-19,332.43,332.0,7.33,7.44,7.5,0.22865,7.0,0.4300000000000068,20
2020-09-30,2020-09-30,2020-10-21,334.87,335.0,7.54,7.13,7.14,0.23506,288.0,0.12999999999999545,21
2020-10-01,2020-10-01,2020-10-21,336.97,337.0,6.87,7.22,7.27,0.22917,207.0,0.029999999999972715,20
